카테고리,제목,가격,판매상태,판매자등급,escrow,판매중,작성자,작성일자,URL,article_id
반려동물_기타,페테토 고양이 화장실,"490,000",ESCROW,중고나라 회원,True,True,hwan****,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107696123,1107696123
반려동물_기타,"kpn1614,1562일괄 200에팔아요","20,000",ESCROW,본인인증 회원,True,True,도루묵한,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107695995,1107695995
반려동물_기타,고급 아크릴 상면여과기 풀셋을 정리합니다.,"220,000",ESCROW,인증+안전거래 회원,True,True,창공,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107689307,1107689307
반려동물_기타,스테판플라스트 걸리버2 켄넬,"25,000",ESCROW,인증+안전거래 회원,True,True,승승장구,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107688660,1107688660
반려동물_기타,LEECOM 에어 펌프 AU-314 팝니다. (1만원),"10,000",SALE,중고나라 회원,False,True,ytk07169,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107688608,1107688608
반려동물_기타,대광 에어 펌프 DK-8000 팝니다.​ (1만원),"10,000",SALE,중고나라 회원,False,True,ytk07169,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107688577,1107688577
반려동물_기타,"어항(21.5cm X 14.5cm X 17cm) + 여과기, 히터(75W), 온도계, 베타 꽃침대 팝니다. (3만원)","30,000",SALE,중고나라 회원,False,True,ytk07169,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107688535,1107688535
반려동물_기타,어항(30cm X 30cm X 35cm) + 램프 팝니다. (3만원),"30,000",SALE,중고나라 회원,False,True,ytk07169,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107688514,1107688514
반려동물_기타,어항(25cm X 25cm X 25cm) + 램프 팝니다. (3만원),"30,000",SALE,중고나라 회원,False,True,ytk07169,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107688498,1107688498
반려동물_기타,메탈라이트 라인 600 플랜츠 (수초용) Full RGB 어항 조명,"90,000",SALE,본인인증 회원,False,True,빤짝빤짝스,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107686933,1107686933
반려동물_기타,서울 시즈 항온기 마코 스키머 코랄뷰,"2,222",SALE,중고나라 회원,False,True,singsing44,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107683234,1107683234
반려동물_기타,한우정액 kpn1614,"150,000",SOLD_OUT,중고나라 회원,False,False,개념상남,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107682058,1107682058
반려동물_기타,대형견사 개집 철장 판매해요,"220,000",SALE,중고나라 회원,False,True,부여꼬꼼,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107679349,1107679349
반려동물_기타,아워스 로고탑나시 m사이즈 팝니다.,"20,000",SALE,중고나라 회원,False,True,pv1680,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107678223,1107678223
반려동물_기타,페스룸 모래삽/하이포닉 샴푸.탈취.귀세정제 등  (강아지 고양이 용품),"5,000",SALE,본인인증 회원,False,True,donggle88,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107676906,1107676906
반려동물_기타,아르르방석커버,"36,000",ESCROW,중고나라 회원,True,True,핫뜨,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107676663,1107676663
반려동물_기타,어항 열대어 2구 냉각팬 팝니다,"2,000",SOLD_OUT,중고나라 회원,True,False,로시아베,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107675905,1107675905
반려동물_기타,각종 동물 케이지 3단 팝니다. [ 판매완료 ],"50,000",SOLD_OUT,본인인증 회원,False,False,weet2002,2025-06-05,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&articleid=1107674532,1107674532
